var,plev,plev_pa,plev_hpa,raw_min,raw_max,p01,p99,p05,p95
wind_speed,surface,,,0.00015392237401101738,20.054391860961914,0.2729673382639885,10.496800432205191,0.6363455623388291,8.516918182373047
wind_speed,50hPa,5000,50,8.75107798492536e-05,57.38361740112305,0.5832281082868577,34.27803043365475,1.36540949344635,25.50950813293457
wind_speed,100hPa,10000,100,0.00031049639801494777,68.26566314697266,0.8507227301597595,35.65103530883789,1.975535732507706,28.8327579498291
wind_speed,150hPa,15000,150,9.89849868346937e-05,85.65371704101562,1.024214382171631,46.50912479400631,2.365795373916626,35.58229064941406
wind_speed,200hPa,20000,200,0.0006944003398530185,98.60226440429688,0.9979323130846024,50.543964424133264,2.3082606673240664,38.30286407470703
wind_speed,250hPa,25000,250,0.0008441844256594777,95.6494369506836,0.9863986957073212,47.18441780090325,2.2829394340515137,36.690589904785156
wind_speed,300hPa,30000,300,0.001442471519112587,86.40254211425781,0.9090439677238464,42.36587150573723,2.099353075027466,33.39590072631836
wind_speed,400hPa,40000,400,0.00010918211046373472,66.08767700195312,0.6725945472717285,34.50425342559811,1.562908285856247,27.369909286499023
wind_speed,500hPa,50000,500,0.000572888005990535,50.83617401123047,0.5742341858148575,28.994319934844953,1.3243894577026367,23.023147583007812
wind_speed,600hPa,60000,600,0.0002833075122907758,38.29897689819336,0.5126340389251709,24.627351760864258,1.1861827373504639,19.53481101989746
wind_speed,700hPa,70000,700,0.00026813099975697696,31.117748260498047,0.4814442393183708,21.114980697631836,1.1220778226852417,16.71269989013672
wind_speed,850hPa,85000,850,0.00029259733855724335,31.269142150878906,0.4178841105103493,17.184261322021484,0.9840152800083162,13.55457592010498
wind_speed,925hPa,92500,925,0.0003654410829767585,31.884496688842773,0.36058637470006943,15.736511240005484,0.8672294020652771,12.326521873474121
wind_speed,1000hPa,100000,1000,0.00010848601959878579,22.670473098754883,0.2714116871356964,11.22618293762207,0.6432008743286133,9.280593919754011
wind_speed,total,,,8.75107798492536e-05,98.60226440429688,0.2714116871356964,50.543964424133264,0.6363455623388291,38.30286407470703
