var,plev,plev_pa,plev_hpa,raw_min,raw_max,p01,p99,p05,p95
wind_speed,surface,,,0.00012337134103290737,20.667041778564453,0.2261947838962078,10.53458023071289,0.5488328337669373,8.721514701843262
wind_speed,50hPa,5000,50,8.75107798492536e-05,73.92709350585938,0.430715888440609,50.513221740722656,1.1377941310405735,34.563148498535156
wind_speed,100hPa,10000,100,0.00018274820467922837,70.81876373291016,0.7981369495391846,42.64622497558594,1.9300439357757568,32.76924133300781
wind_speed,150hPa,15000,150,9.89849868346937e-05,90.64153289794922,1.0310300588607788,47.49095539093014,2.3981997847557075,37.372074127197266
wind_speed,200hPa,20000,200,0.0002834068436641246,98.60226440429688,1.057187317609787,51.29093551635742,2.4450387954711914,39.42502994537335
wind_speed,250hPa,25000,250,0.0004303120367694646,95.6494369506836,1.0123908507823944,48.091278076171875,2.3452234268188477,37.4541015625
wind_speed,300hPa,30000,300,0.00011175586405443028,86.40254211425781,0.8915878534317017,42.90156173706055,2.0824410915374756,33.987606239318666
wind_speed,400hPa,40000,400,0.00010918211046373472,66.08767700195312,0.6365750432014465,34.32913211822506,1.5207936704158787,27.667192459106445
wind_speed,500hPa,50000,500,0.00012465682812035084,50.83617401123047,0.5410856604576111,28.585039138793945,1.2909849882125854,23.099620819091797
wind_speed,600hPa,60000,600,0.00011419302609283477,38.91487121582031,0.49361664056777954,24.245609283447266,1.1882630586624146,19.592016220092773
wind_speed,700hPa,70000,700,7.301796722458676e-05,31.117748260498047,0.44403764575719834,20.799068450927734,1.1012929677963257,16.768230438232422
wind_speed,850hPa,85000,850,9.528666851110756e-05,31.269142150878906,0.35703489154577256,17.176347732543945,0.9101772308349609,13.672188758850098
wind_speed,925hPa,92500,925,0.00012618968321476132,31.884496688842773,0.2983630299568176,15.829386711120605,0.7745364904403687,12.499906539916992
wind_speed,1000hPa,100000,1000,0.00010436503362143412,22.670473098754883,0.21391791105270386,11.284468650817871,0.5331996083259583,9.493182182312012
wind_speed,total,,,7.301796722458676e-05,98.60226440429688,0.21391791105270386,51.29093551635742,0.5331996083259583,39.42502994537335
